filename,ipc2014-agl-jasper:default,ipc2014-agl-mpc:default,ipc2014-agl-probe:default,ipc2018-agl-freelunch-madagascar:default,ipc2018-agl-mercury2014:agl,ipc2018-agl-merwin:agl,ipc2018-agl-olcff:default,ipc2018-agl-saarplan:default,ipc2018-lapkt-bfws:bfws-pref-agl,ipc2018-lapkt-bfws:dual-bfws-agl,ipc2018-lapkt-bfws:poly-bfws,ipc2018-lapkt-dfs-plus:default
fsc-grid-a-strips:1-prize5x3_A.pddl,-,2.85961,-,-,-,-,-,-,-,49.8672,-,-
fsc-grid-r-strips:0-corner2x2_R.pddl,-,0.373628,0.440538,0.583987,-,-,-,-,0.458429,0.478705,0.563525,0.498257
fsc-grid-r-strips:0-corner3x2_R.pddl,-,0.447166,10.8973,1.41888,-,-,-,-,0.721292,1.56661,0.740129,0.974733
fsc-grid-r-strips:0-corner3x3_R.pddl,-,0.536427,-,2.27262,-,-,-,-,1.21704,1.67174,1.30443,1.9182
fsc-grid-r-strips:0-corner4x2_R.pddl,-,0.458701,130.169,1.60028,-,-,-,-,1.04796,1.50625,1.09165,1.57375
fsc-grid-r-strips:0-corner4x3_R.pddl,-,0.592075,26.9732,4.52032,-,-,-,-,1.96546,3.49402,2.32928,3.73325
fsc-grid-r-strips:0-corner4x4_R.pddl,-,0.799767,-,8.30643,-,-,-,-,4.47094,17.5957,4.7893,7.36387
fsc-grid-r-strips:0-prize2x2_R.pddl,-,0.407611,0.505904,0.803005,-,-,-,-,0.558722,0.516942,0.48946,0.540245
fsc-grid-r-strips:0-prize3x2_R.pddl,-,0.421633,1.14657,6.70834,-,-,-,-,0.676906,0.64054,0.705818,0.850026
fsc-grid-r-strips:0-prize3x3_R.pddl,-,-,28.0195,-,-,-,-,-,3.27986,3.20128,-,-
fsc-grid-r-strips:0-prize4x2_R.pddl,-,0.497112,3.25661,24.9024,-,-,-,-,1.00041,0.841026,0.950553,1.0587
fsc-grid-r-strips:0-prize4x3_R.pddl,-,-,257.259,-,-,-,-,-,8.6656,16.0551,-,-
fsc-grid-r-strips:0-prize4x4_R.pddl,-,-,258.514,-,-,-,-,-,15.2758,21.2124,-,-
fsc-grid-r-strips:0-prize5x2_R.pddl,-,0.502252,12.7955,71.3346,-,-,-,-,1.21888,1.1717,1.38274,1.69544
fsc-grid-r-strips:0-prize5x3_R.pddl,-,-,-,-,-,-,-,-,17.7762,33.1102,-,-
fsc-grid-r-strips:0-prize5x4_R.pddl,-,-,-,-,-,-,-,-,37.5764,82.2472,-,-
fsc-hall-strips:0-p1x4_A.pddl,-,0.33161,1.34061,0.410939,-,-,-,-,0.411161,0.460789,0.387331,0.481275
fsc-visualmarker-strips:0-p-grid4x4-blocks5.pddl,-,1.37364,195.51,5.3285,-,-,-,-,-,4.17233,-,-
fsc-visualmarker-strips:0-p-grid5x5-blocks7a.pddl,-,46.2871,-,83.8438,-,-,-,-,-,-,-,-
fsc-visualmarker-strips:0-p-grid5x5-blocks7b.pddl,-,-,-,130.664,-,-,-,-,-,-,-,-
fsc-visualmarker-strips:0-p-grid5x5-blocks8.pddl,-,32.2094,-,-,-,-,-,-,-,34.9496,-,-
fsc-visualmarker-strips:0-p-grid5x5-blocks9.pddl,-,-,-,-,-,-,-,-,-,28.0069,-,-
ged-strips:1-p07.pddl,7.31847,-,95.0022,-,5.18702,6.26676,7.39497,10.0842,1.83383,1.94956,1.89883,66.7419
ged-strips:1-p09.pddl,8.96876,-,79.957,-,8.08678,10.7686,11.6571,35.9038,2.63232,2.46104,2.38895,-
ged-strips:1-p10.pddl,6.72886,-,34.343,-,11.7293,17.2389,11.2073,33.3817,2.76615,2.36665,2.41148,-
ged-strips:1-p11.pddl,10.2006,-,-,-,15.8008,20.0977,15.0776,34.3532,3.13032,3.31991,3.26013,-
ged-strips:1-p12.pddl,23.0372,-,-,-,26.8358,27.9186,39.2817,70.5825,4.38396,-,-,-
ged-strips:1-p13.pddl,10.4174,-,-,-,22.3934,36.8656,37.2795,229.651,4.4105,4.27876,4.5153,-
ged-strips:1-p14.pddl,34.6131,-,-,-,20.0981,50.8417,-,36.9804,4.74776,4.68563,4.51,-
ged-strips:1-p15.pddl,17.1758,-,-,-,27.0573,33.2877,186.002,242.8,4.80809,5.0868,5.22422,-
ged-strips:1-p16.pddl,27.4313,-,-,-,43.9737,46.1309,172.415,89.0134,5.94465,5.49138,5.77373,-
ged-strips:1-p17.pddl,31.0191,-,-,-,22.2159,30.8543,-,103.117,5.74378,5.23866,5.1515,-
ged-strips:1-p18.pddl,15.4284,-,-,-,54.4884,21.2698,56.0163,191.511,-,4.92013,4.80304,-
ged-strips:1-p19.pddl,47.3384,-,-,-,44.1901,44.2538,117.992,66.251,5.99301,6.34553,6.25218,-
ged-strips:1-p20.pddl,26.9094,-,-,-,48.2175,107.205,-,106.54,6.28255,6.12437,5.94711,-
ged-strips:1-p21.pddl,18.7701,-,-,-,37.4706,40.1668,24.7412,90.4084,6.42668,5.62782,5.55483,-
ged-strips:1-p22.pddl,49.8536,-,-,-,40.5179,74.1774,96.1159,83.2637,6.24282,6.09796,6.26076,-
ged-strips:1-p23.pddl,24.2342,-,-,-,178.109,68.2965,87.2894,-,6.41439,8.29005,7.00358,-
ged-strips:1-p24.pddl,34.8736,-,-,-,41.3948,85.9132,60.3353,50.6093,6.12967,-,-,-
ged-strips:1-p25.pddl,39.8421,-,-,-,35.7805,33.8955,161.127,102.638,7.20009,6.59881,6.50454,-
ged-strips:1-p26.pddl,22.0232,-,-,-,37.9113,56.5748,-,206.52,6.31616,6.85359,7.17784,-
ged-strips:1-p27.pddl,58.4603,-,-,-,54.2301,94.7056,63.0488,-,6.97453,6.58347,6.5003,-
ged-strips:1-p28.pddl,76.1957,-,-,-,59.9324,126.386,126.851,88.7636,6.56833,6.7702,6.82578,-
ged-strips:1-p29.pddl,34.6262,-,-,-,27.5007,58.9625,-,292.762,-,12.2634,12.1047,-
ged-strips:1-p30.pddl,20.7403,-,-,-,30.8557,39.3985,84.0453,75.8787,-,-,-,-
ged-strips:3-d-10-5.pddl,4.4516,-,55.0894,-,3.85823,5.42305,17.4835,6.09271,1.53763,71.9713,27.682,-
ged-strips:3-d-12-2.pddl,5.9868,-,17.8604,-,4.83233,7.49975,13.8376,7.87152,50.7183,1.76905,1.79053,-
ged-strips:3-d-12-3.pddl,5.86483,205.037,13.9462,-,7.84085,8.87823,10.3517,17.7358,1.96608,2.02773,2.07008,-
ged-strips:3-d-12-6.pddl,4.58435,166.614,16.5626,-,5.22081,7.666,26.068,8.69875,1.72278,1.72577,1.87925,-
ged-strips:3-d-12-7.pddl,5.3662,-,43.0473,-,5.8948,7.51076,10.5379,14.7229,2.01295,163.744,-,-
ged-strips:3-d-12-8.pddl,8.16886,-,145.833,-,10.1963,10.1863,12.4675,12.4438,2.43635,2.65903,2.71667,-
ged-strips:3-d-12-9.pddl,8.61048,-,181.525,-,8.92563,15.3056,16.7637,12.8618,2.76141,2.55239,2.66861,-
gedp-ds2ndp-adl:0-d-1-2.pddl,-,0.245913,0.286537,0.333562,-,-,-,15.0156,0.347505,0.425902,0.432411,0.352913
gedp-ds2ndp-adl:0-d-1-3.pddl,-,0.564301,2.72452,1.26622,-,-,-,-,1.10268,1.10978,1.05295,1.11385
gedp-ds2ndp-adl:0-d-1-8.pddl,-,1.23431,1.0624,2.28628,-,-,-,23.3885,2.31075,2.29172,2.2379,2.2457
gedp-ds2ndp-adl:0-d-2-3.pddl,-,0.367925,0.721122,0.61979,-,-,-,-,0.621198,0.695896,0.613475,0.652396
gedp-ds2ndp-adl:0-d-2-4.pddl,-,0.358803,0.326014,0.362684,-,-,-,-,0.449631,0.663029,0.429363,0.445949
gedp-ds2ndp-adl:0-d-2-8.pddl,-,6.70982,-,12.6945,-,-,-,-,10.2506,10.1027,10.1076,10.1855
gedp-ds2ndp-adl:0-d-3-1.pddl,-,0.559545,2.76221,1.26727,-,-,-,-,1.07711,1.07981,1.1157,1.07784
gedp-ds2ndp-adl:0-d-3-2.pddl,-,0.423135,0.549334,0.527882,-,-,-,-,0.621351,0.613488,0.640174,0.581375
gedp-ds2ndp-adl:0-d-3-4.pddl,-,1.18128,21.1706,2.60673,-,-,-,22.4848,2.32482,2.23018,2.30328,2.28948
gedp-ds2ndp-adl:0-d-4-2.pddl,-,0.421077,0.361731,0.365093,-,-,-,-,0.416294,0.490003,0.425064,0.455037
gedp-ds2ndp-adl:0-d-4-3.pddl,-,3.38212,10.116,2.55872,-,-,-,23.4069,2.32096,2.30327,2.35855,2.35869
gedp-ds2ndp-adl:0-d-4-8.pddl,-,7.03223,-,12.5408,-,-,-,-,9.77575,10.6181,10.1251,10.108
gedp-ds2ndp-adl:0-d-5-7.pddl,-,1.06359,1.92055,2.56246,-,-,-,22.7255,2.39013,2.24693,2.35286,13.8783
gedp-ds2ndp-adl:0-d-6-7.pddl,-,0.630424,0.524325,1.1884,-,-,-,-,1.11311,1.1062,1.13221,1.72236
gedp-ds2ndp-adl:0-d-7-5.pddl,-,1.23936,0.881295,2.53086,-,-,-,22.8649,2.28057,2.2729,2.21975,5.18541
gedp-ds2ndp-adl:0-d-7-6.pddl,-,0.567255,1.0024,1.11682,-,-,-,-,1.11299,1.11402,1.07246,1.15316
gedp-ds2ndp-adl:0-d-8-1.pddl,-,1.22739,0.956594,2.54129,-,-,-,23.7484,2.28211,2.21386,2.30976,2.30058
gedp-ds2ndp-adl:0-d-8-2.pddl,-,5.87689,-,12.3541,-,-,-,-,9.8617,9.79309,9.80289,11.8229
gedp-ds2ndp-adl:0-d-8-4.pddl,-,6.70967,-,12.6465,-,-,-,-,9.99955,9.95858,9.92902,12.0131
gedp-ds2ndp-adl:0-d-8-9.pddl,-,7.61729,-,153.864,-,-,-,-,10.1417,10.0124,10.3634,11.9648
gedp-ds2ndp-adl:0-d-9-8.pddl,-,5.46281,-,13.0643,-,-,-,-,10.5541,10.8458,10.1238,88.5444
goldminer-strips:0-p032.pddl,0.776917,0.421622,0.334567,1.22974,0.626225,0.593042,0.603108,0.624796,0.673507,0.553422,0.786723,1.28514
goldminer-strips:0-p036.pddl,0.891966,0.573328,1.07692,2.94052,2.13365,1.85659,0.78721,0.855471,2.00031,0.556317,2.24747,6.95655
goldminer-strips:0-p046.pddl,1.12541,0.592763,0.450329,4.41428,-,2.81292,0.703686,0.831546,1.48652,0.745817,1.47209,4.41786
goldminer-strips:0-p047.pddl,1.2217,0.660919,0.480915,6.69105,1.41298,1.18233,0.871029,0.816916,1.84323,0.922754,2.26234,8.30526
goldminer-strips:0-p057.pddl,0.987898,0.518388,0.405794,2.60969,-,2.18632,0.769408,0.708473,1.63966,0.528285,1.55634,4.29772
goldminer-strips:0-p060.pddl,1.15371,0.928959,0.506684,7.67003,-,5.57517,1.19236,1.06082,3.48807,0.674698,4.0912,18.607
goldminer-strips:0-p066.pddl,0.757275,0.422707,0.321583,1.8668,0.724218,0.703825,0.669402,0.714346,0.999459,0.598739,1.05151,1.95006
goldminer-strips:0-p070.pddl,0.965292,0.641367,0.433981,6.80965,-,6.79566,0.853484,0.917386,3.28571,1.18683,3.67831,12.1931
goldminer-strips:0-p072.pddl,1.14322,1.06763,0.466716,7.78386,-,5.31628,1.1478,1.26087,6.25776,0.941929,6.78115,31.8601
goldminer-strips:0-p081.pddl,16.2615,0.829334,0.445043,5.6023,-,3.35397,0.885112,1.00568,2.60257,1.19959,3.0998,12.6072
goldminer-strips:0-p083.pddl,0.983122,0.986454,0.542796,7.67135,-,3.20294,1.14635,1.1179,3.01641,1.16964,5.02753,24.9577
goldminer-strips:0-p084.pddl,0.871249,1.08757,0.556061,20.392,-,8.18366,1.19914,1.32762,7.77799,2.42997,8.87532,57.7287
goldminer-strips:0-p093.pddl,1.05326,1.34013,0.504899,10.1088,-,3.67609,1.03555,1.06587,2.93278,1.41736,3.7619,14.7063
goldminer-strips:0-p095.pddl,1.11943,1.566,0.597519,24.3056,174.048,8.04739,1.25001,1.23131,0.559396,0.624274,0.60239,49.5952
goldminer-strips:0-p096.pddl,1.29793,1.64878,0.558107,9.24671,-,6.15133,1.37922,1.40946,5.89314,1.1597,9.23499,65.9228
goldminer-strips:0-p102.pddl,0.840059,0.545546,0.421142,2.79133,-,2.719,0.918257,0.914241,0.735154,0.743015,1.10711,3.22223
goldminer-strips:0-p103.pddl,0.983663,0.619792,0.434152,2.91672,16.3133,0.945861,0.897356,0.871566,0.984186,0.660573,1.63752,6.20349
goldminer-strips:0-p104.pddl,0.865934,0.718858,0.469594,4.62295,-,2.09357,0.968611,1.02601,1.39233,0.901724,2.64007,11.3511
goldminer-strips:0-p108.pddl,1.36973,1.73765,0.729793,19.2483,-,6.82205,1.67053,1.69694,9.48124,2.13319,14.3304,128.377
goldminer-strips:0-p112.pddl,0.889888,0.566683,0.408324,2.95955,49.4066,1.75587,0.701598,0.779418,0.459814,0.681697,1.2103,2.8876
goldminer-strips:0-p117.pddl,1.17998,1.21393,0.571068,18.4185,-,6.82851,1.23308,1.27169,0.556956,2.55657,8.5535,48.1559
goldminer-strips:0-p118.pddl,1.17204,1.21744,0.56147,10.6412,-,3.14378,1.27869,1.54455,4.89212,1.10252,5.20894,43.4718
goldminer-strips:0-p119.pddl,1.50485,1.92346,0.616907,22.7107,-,8.13692,1.58753,1.69542,0.670886,1.93783,17.7645,135.521
goldminer-strips:0-p130.pddl,0.914706,1.90955,0.587604,8.87467,-,4.19049,1.43524,1.44442,8.41118,1.5598,8.57511,53.1994
goldminer-strips:0-p131.pddl,1.23526,3.29801,0.80326,75.2459,-,18.592,2.03636,2.07404,12.1085,5.79849,14.5968,129.935
goldminer-strips:0-p132.pddl,1.13259,4.25521,0.802603,47.0034,-,18.3324,2.31755,2.18594,18.0632,6.46492,21.8098,175.113
goldminer-strips:0-p141.pddl,1.41654,1.61473,0.62603,16.1493,-,6.53837,1.51594,1.40754,10.7902,0.638829,0.62808,78.2088
goldminer-strips:0-p142.pddl,1.01491,2.32019,0.643955,28.5989,-,7.09018,1.60541,1.51112,0.740146,0.664385,0.661172,135.304
goldminer-strips:0-p143.pddl,1.32867,2.70043,0.797206,28.8937,142.145,15.0445,2.08886,2.05235,23.1068,3.13122,26.9869,251.712
goldminer-strips:0-p144.pddl,1.3085,2.8422,0.750712,17.668,-,9.40561,2.44852,2.42163,21.2949,2.19475,22.9786,272.751
grid-strips:0-p21.pddl,1.61422,2.8977,0.854177,-,1.73251,1.71288,2.35695,2.0819,0.942492,0.938006,0.887837,10.5876
grid-strips:0-p24.pddl,1.93763,3.1079,0.887253,-,1.95157,2.07405,2.30058,2.38284,1.0728,0.988484,1.06506,7.78769
grid-strips:0-p29.pddl,2.72917,23.4586,1.73752,-,2.73285,2.59711,3.80457,3.86771,1.5174,1.53714,1.45703,149.269
grid-strips:1-p05.pddl,8.31288,-,45.2001,-,10.7366,9.98454,22.4551,16.8254,13.6611,7.17419,7.00073,117.637
grid-strips:1-p06.pddl,24.0949,-,56.1979,-,34.2028,30.0533,37.1495,19.4368,15.274,15.61,15.9331,16.8901
grid-strips:1-p07.pddl,38.3096,-,146.045,-,55.8842,49.2191,41.476,22.9252,26.3519,255.04,45.4502,31.6368
grid-strips:1-p08.pddl,63.1083,-,-,-,99.8142,92.698,52.0343,34.356,-,-,-,-
grid-strips:1-p09.pddl,100.827,-,-,-,153.727,158.695,295.299,216.036,-,-,-,-
grid-strips:1-p10.pddl,-,-,-,-,-,-,67.5551,53.2946,-,-,-,-
grid-strips:1-p11.pddl,-,-,-,-,-,-,63.5983,70.9931,289.534,287.624,283.942,256.278
grid-strips:2-prob03.pddl,2.25339,4.69927,0.977239,-,2.78592,2.28528,2.74043,2.83254,1.19663,2.34633,1.42026,1.24436
grid-strips:2-prob05.pddl,5.26234,26.8377,4.828,-,7.18288,5.34322,12.1112,11.8232,3.03916,2.89684,2.83013,38.0275
grid-strips:3-p063.pddl,4.00544,21.991,2.19045,224.123,4.22861,3.82948,5.40224,6.26996,1.98559,2.33758,2.34525,2.19233
grid-strips:3-p075.pddl,2.9893,16.9557,1.82086,-,3.36544,3.01659,5.4057,5.34384,1.59017,1.57604,1.67364,1.84289
grid-strips:3-p076.pddl,3.08861,16.701,1.58495,-,3.10027,3.04634,5.16788,5.19812,1.66799,1.59199,1.53059,1.85584
grid-strips:3-p078.pddl,3.81794,23.9759,2.47844,-,4.17234,3.78514,5.06725,4.93716,2.00849,1.90233,1.98726,2.22939
grid-strips:3-p080.pddl,3.03804,20.3079,1.55481,-,3.28447,3.24503,4.16763,5.86071,1.55919,1.57585,1.52296,1.68474
grid-strips:3-p085.pddl,3.45792,35.52,2.35141,-,4.08861,3.77329,7.83038,12.3091,2.08972,2.1195,2.00929,2.38529
grid-strips:3-p086.pddl,3.66064,33.8611,2.42192,-,4.16763,3.76887,8.2872,12.3845,2.08539,1.9954,1.99207,2.27614
grid-strips:3-p087.pddl,4.67394,46.2325,3.45351,-,5.53075,4.82564,9.42485,14.8789,2.8413,2.65239,2.62788,3.20537
grid-strips:3-p088.pddl,4.81948,45.4784,3.67113,-,5.3844,5.06663,9.19203,17.5888,2.75157,2.62647,2.73727,3.19186
grid-strips:3-p089.pddl,6.44298,68.5941,5.51797,-,7.2201,6.62375,57.7859,25.0564,3.45648,3.42006,3.49905,4.27721
grid-strips:3-p090.pddl,6.30751,69.6097,5.01546,-,7.19724,6.48596,116.262,48.8489,3.76453,3.4922,3.62249,4.26827
grid-strips:3-p091.pddl,2.35742,13.1717,1.17682,-,2.43379,2.40225,4.72501,5.30516,1.38843,1.29847,1.32445,1.45364
grid-strips:3-p092.pddl,2.52676,13.3986,1.13373,-,2.6354,2.3987,4.67715,5.4518,1.54275,1.34585,1.32682,1.58461
grid-strips:3-p093.pddl,3.33736,18.312,1.68225,-,3.43362,3.24661,6.9846,4.95293,1.64247,1.69144,1.59026,1.8476
grid-strips:3-p094.pddl,3.07836,18.4726,1.70212,-,3.36488,3.14531,7.02812,4.8496,1.70793,1.52479,1.58523,1.84349
grid-strips:3-p098.pddl,2.91997,17.1916,1.89302,-,3.26094,3.15991,5.79345,8.88594,1.68351,1.6849,1.73937,1.86416
grid-strips:3-p100.pddl,4.00366,27.8453,2.35755,-,4.22317,4.10855,7.42919,13.4824,2.30707,2.16455,2.14534,2.54519
grid-strips:3-p108.pddl,6.3798,122.952,4.06319,-,6.87173,6.41213,10.1333,11.3391,3.42288,3.19077,3.33092,4.09055
gripper-strips:0-p16.pddl,0.63374,0.368865,0.350525,-,0.550076,0.570318,0.553175,0.591763,0.404776,0.445708,0.471876,0.394943
gripper-strips:0-p19.pddl,0.689496,0.323385,0.416236,-,0.527518,0.554176,0.518509,0.539988,0.487577,0.418241,0.494886,0.457335
gripper-strips:0-p21.pddl,0.602695,0.343376,0.347554,-,0.554533,0.54942,0.599368,0.577495,0.509116,0.386508,0.473667,0.404604
gripper-strips:0-p22.pddl,0.676378,0.346658,0.278559,-,0.520924,0.784513,0.599297,0.599364,0.508272,0.444882,0.552409,0.471791
gripper-strips:0-p24.pddl,0.719954,0.401733,0.42072,-,0.53991,0.497136,0.57588,0.553493,0.392297,0.393061,0.507546,0.478941
gripper-strips:0-p25.pddl,0.748429,0.366528,0.343264,-,0.703282,0.594627,0.50124,0.583023,0.387327,0.424106,0.494112,0.449463
gripper-strips:0-p26.pddl,0.60007,0.371488,0.355665,-,0.575859,0.568578,0.594769,0.598063,0.426791,0.391433,0.430546,0.452232
gripper-strips:0-p27.pddl,0.635215,0.392937,0.377912,-,0.55222,0.598799,0.561647,0.511726,0.434689,0.414025,0.487918,0.467445
gripper-strips:0-p29.pddl,0.66558,0.387398,0.425299,-,0.507965,0.559957,0.56433,0.608778,0.490766,0.469468,0.490928,0.457688
gripper-strips:0-p30.pddl,0.610024,0.394183,0.417047,-,0.637873,0.676822,0.614719,0.656438,0.422,0.490344,0.50065,0.452141
gripper-strips:1-p05.pddl,0.766405,0.345271,0.356393,-,0.627236,0.475583,0.605028,0.786805,0.600748,0.425941,0.704792,0.507734
gripper-strips:1-p06.pddl,0.727371,0.436063,0.38835,-,0.620523,0.623255,0.59934,0.647316,0.537472,0.485102,0.631974,0.53627
gripper-strips:1-p08.pddl,0.781437,0.465455,0.438904,-,0.62005,0.574146,0.7142,0.634551,1.4367,0.554143,0.778574,0.678626
gripper-strips:1-p09.pddl,0.605597,0.450029,0.496472,-,0.571601,0.725571,0.716796,0.676797,1.46836,0.567654,1.82895,0.777959
gripper-strips:1-p11.pddl,0.779805,0.454455,0.54852,-,0.646169,0.73579,0.889226,0.7371,1.07725,0.712539,1.28378,0.979982
gripper-strips:1-p12.pddl,0.740551,0.517339,0.5318,-,0.579157,0.727074,1.03696,0.713618,1.27957,0.79312,1.47337,1.15892
gripper-strips:1-p13.pddl,0.869019,0.584427,0.501835,-,0.73106,0.780819,1.00213,0.732759,3.55243,0.866621,5.06234,1.35044
gripper-strips:1-p15.pddl,0.77952,0.693225,0.634042,-,0.754177,0.751481,1.15876,0.68062,1.44073,1.02554,2.09266,1.96644
gripper-strips:1-p16.pddl,0.917236,0.65313,0.626507,-,0.864414,0.925955,1.21274,0.849452,5.72555,1.12265,9.80943,2.21155
gripper-strips:1-p17.pddl,0.996353,0.654467,0.57766,-,0.719088,0.972373,1.367,0.77809,4.376,1.33764,8.53149,2.60761
gripper-strips:1-p19.pddl,0.893269,0.759543,0.674117,-,0.813043,0.817819,1.78195,0.922933,2.48636,1.58333,3.56771,3.59922
gripper-strips:1-p20.pddl,1.08659,1.28098,0.750762,-,0.730199,1.00272,1.74426,0.835401,2.95854,1.70863,4.14665,4.0218
gripper-strips:1-p21.pddl,0.941455,0.978135,0.764014,-,0.797135,1.06042,1.87374,0.945912,17.8744,1.89097,27.5168,4.66524
gripper-strips:1-p25.pddl,1.11187,1.01855,0.988173,-,0.878561,0.930977,2.82847,1.03736,12.8523,2.87545,26.1071,7.88659
gripper-strips:1-p26.pddl,1.30231,1.12136,1.07204,-,0.942608,0.894373,3.10593,1.05989,6.24601,3.01055,8.88275,8.89566
gripper-strips:1-p28.pddl,1.1747,1.21003,1.10867,-,1.04784,1.01386,3.60879,1.14658,7.78167,3.75704,11.098,11.3435
gripper-strips:1-p29.pddl,1.06979,1.53972,1.22806,-,1.136,1.13913,3.88168,1.24051,8.76752,3.93988,12.2117,12.7991
gripper-strips:1-p30.pddl,1.14555,1.6974,1.25853,-,0.956815,1.02437,3.99467,1.06341,54.7466,4.32053,-,14.5912
gripper-strips:2-prob18.pddl,0.810576,0.42566,0.38651,-,0.547061,0.666486,0.598421,0.601644,0.443409,0.43573,0.576166,0.504878
gripper-strips:2-prob20.pddl,0.698403,0.395791,0.36262,-,0.584161,0.730192,0.62461,0.585151,0.566175,0.486929,0.532502,0.499375
hanoi-strips:0-p001.pddl,0.619849,0.36917,0.361689,0.515915,0.482921,0.49249,0.490581,0.592359,0.418114,0.360404,0.392012,0.399976
hanoi-strips:0-p002.pddl,0.56337,2.79479,0.372986,2.43233,0.523957,0.524341,0.74204,0.665716,0.37799,0.419736,0.399258,-
hanoi-strips:0-p003.pddl,0.616668,-,0.395766,19.3817,0.604969,0.631725,0.928199,1.02124,0.406541,0.4293,0.442875,-
hanoi-strips:0-p004.pddl,0.952968,-,0.477296,125.445,0.648752,0.905745,1.09864,1.05288,0.479918,0.952543,1.18934,-
hanoi-strips:0-p005.pddl,0.867234,-,0.751704,-,0.835123,1.32419,1.60296,2.38711,0.787487,2.80926,-,-
hanoi-strips:0-p006.pddl,1.6417,-,1.74283,-,2.43077,3.73705,3.73974,2.63958,3.04645,27.0418,-,-
hanoi-strips:0-p007.pddl,7.28621,-,5.95038,-,4.74944,7.78642,7.42251,6.90462,23.5972,-,-,-
hanoi-strips:0-p008.pddl,51.591,-,26.4824,-,24.9609,47.2247,25.317,21.5411,123.879,-,-,-
hanoi-strips:0-p009.pddl,-,-,-,-,57.4569,-,-,-,-,-,-,-
hiking-strips:0-p18.pddl,104.495,-,-,-,-,-,88.7846,49.1671,-,-,-,-
hiking-strips:0-p20.pddl,-,-,-,-,-,-,122.506,107.821,-,-,-,-
hiking-strips:0-p21.pddl,-,-,-,-,-,-,142.571,237.953,-,-,-,-
hiking-strips:0-p22.pddl,-,-,-,-,-,-,263.908,226.808,-,-,-,-
hiking-strips:0-p23.pddl,-,-,-,-,-,-,-,266.866,-,-,-,-
hiking-strips:0-p24.pddl,-,-,-,-,-,-,-,292.069,-,-,-,-
hiking-strips:1-p05.pddl,63.9115,-,-,-,-,-,77.0591,62.8493,75.7334,-,-,-
hiking-strips:1-p06.pddl,113.079,-,-,-,-,-,89.6189,67.4532,111.508,-,-,-
hiking-strips:1-p07.pddl,-,-,-,-,-,-,130.537,93.3122,-,-,-,-
hiking-strips:1-p08.pddl,-,-,-,-,-,-,231.139,135.961,-,-,-,-
hiking-strips:1-p09.pddl,-,-,-,-,-,-,-,243.692,-,-,-,-
hiking-strips:1-p10.pddl,-,-,-,-,-,-,-,260.865,-,-,-,-
hiking-strips:1-p11.pddl,-,-,-,-,-,-,-,284.705,-,-,-,-
hiking-strips:1-p19.pddl,-,-,45.0371,-,-,-,74.447,201.252,-,-,-,238.092
hiking-strips:1-p20.pddl,254.451,-,91.1483,-,-,-,-,239.827,-,-,-,-
hiking-strips:1-p21.pddl,-,-,129.905,-,-,-,42.9587,250.656,-,-,-,-
hiking-strips:1-p22.pddl,-,-,197.944,-,-,-,-,-,-,-,-,-
hiking-strips:2-testing-4-5-8.pddl,298.196,-,239.848,-,-,-,42.6944,44.2032,-,-,-,-
hiking-strips:2-testing-5-6-7.pddl,-,-,-,-,-,-,67.0581,81.5111,-,-,-,-
hiking-strips:2-testing-5-6-8.pddl,-,-,-,-,-,-,95.5655,118.701,-,-,-,-
hiking-strips:5-p056.pddl,99.8612,-,-,-,-,-,24.9137,31.974,72.195,-,-,-
hiking-strips:5-p064.pddl,71.7088,-,-,-,-,-,29.0678,25.0607,-,-,-,-
logistics-strips:1-p04.pddl,3.2133,124.951,15.0779,266.6,2.95698,2.79593,8.03012,7.65956,34.3851,25.8655,25.7942,-
logistics-strips:1-p05.pddl,5.40859,298.358,45.1681,-,4.46182,4.60966,18.0242,16.5345,-,63.236,63.2012,115.113
logistics-strips:1-p06.pddl,9.59204,-,117.829,-,6.49853,6.50605,39.6319,18.7112,-,165.844,166.073,299.675
logistics-strips:1-p07.pddl,13.3124,-,250.203,-,8.96764,9.45697,57.5514,29.6796,-,-,-,-
logistics-strips:1-p08.pddl,21.0786,-,-,-,13.1488,13.7049,92.2211,50.5974,-,-,-,-
logistics-strips:1-p09.pddl,34.3816,-,-,-,17.248,17.6511,146.567,72.5484,-,-,-,-
logistics-strips:1-p10.pddl,44.9883,-,-,-,23.5815,24.0021,256.935,32.7404,-,-,-,-
logistics-strips:1-p11.pddl,121.769,-,-,-,31.2601,32.6313,-,48.4427,-,-,-,-
logistics-strips:1-p12.pddl,154.967,-,-,-,38.9803,41.0201,-,48.8649,-,-,-,-
logistics-strips:1-p13.pddl,-,-,-,-,51.1026,52.802,-,73.464,-,-,-,-
logistics-strips:1-p14.pddl,-,-,-,-,63.9014,65.9184,-,81.2509,-,-,-,-
logistics-strips:1-p15.pddl,-,-,-,-,82.7306,85.5731,-,-,-,-,-,-
logistics-strips:1-p16.pddl,-,-,-,-,104.454,108.781,-,-,-,-,-,-
logistics-strips:1-p17.pddl,-,-,-,-,122.618,133.578,-,-,-,-,-,-
logistics-strips:1-p18.pddl,-,-,-,-,155.703,158.579,-,-,-,-,-,-
logistics-strips:2-prob04.pddl,1.10175,1.81074,0.673655,3.97294,0.849161,0.883743,1.32311,1.30472,3.85976,1.57203,1.51906,2.18953
