filename,ipc2014-agl-jasper:default,ipc2014-agl-mpc:default,ipc2014-agl-probe:default,ipc2018-agl-freelunch-madagascar:default,ipc2018-agl-mercury2014:agl,ipc2018-agl-merwin:agl,ipc2018-agl-olcff:default,ipc2018-agl-saarplan:default,ipc2018-lapkt-bfws:bfws-pref-agl,ipc2018-lapkt-bfws:dual-bfws-agl,ipc2018-lapkt-bfws:poly-bfws,ipc2018-lapkt-dfs-plus:default
snake-strips:2-p19.pddl,162.951,-,-,-,-,-,-,-,10.6819,-,-,-
snake-strips:3-p04.pddl,-,-,-,-,-,-,-,143.798,6.98437,41.1478,-,-
snake-strips:3-p07.pddl,137.735,16.4633,19.9532,-,-,274.092,43.1035,23.425,12.4307,80.2649,-,-
snake-strips:3-p08.pddl,227.167,-,149.75,-,-,-,-,-,13.22,152.878,-,-
snake-strips:3-p09.pddl,-,-,-,-,-,-,-,-,15.7507,230.691,-,-
snake-strips:3-p10.pddl,-,-,-,-,-,-,-,-,17.4532,-,-,-
snake-strips:3-p11.pddl,233.773,-,25.9039,-,-,-,62.2366,80.0145,24.7244,244.101,-,-
snake-strips:3-p12.pddl,-,-,120.773,-,-,-,-,-,34.8647,-,-,-
snake-strips:3-p13.pddl,-,-,-,-,-,-,-,-,32.0599,-,-,-
snake-strips:3-p14.pddl,-,-,-,-,-,-,-,-,49.1148,-,-,-
snake-strips:3-p16.pddl,-,-,232.543,-,-,-,136.502,106.79,79.1141,-,-,-
snake-strips:3-p17.pddl,-,-,-,-,-,-,-,-,55.2717,-,-,-
snake-strips:3-p18.pddl,-,-,-,-,-,-,-,-,85.6686,-,-,-
snake-strips:3-p19.pddl,-,-,-,-,-,-,-,-,108.268,-,-,-
sokoban-strips:0-p07.pddl,-,-,238.303,-,82.5945,-,-,212.455,-,-,-,-
sokoban-strips:0-p09.pddl,-,-,-,-,-,108.38,-,2.3053,-,166.583,-,-
sokoban-strips:0-p11.pddl,-,-,-,-,-,-,-,254.74,-,-,-,-
sokoban-strips:0-p12.pddl,-,-,258.451,-,-,-,-,228.278,-,-,-,-
sokoban-strips:0-p17.pddl,-,-,-,147.069,-,-,-,3.13184,-,-,-,-
sokoban-strips:0-p18.pddl,-,-,-,-,-,-,30.4379,-,62.8076,190.362,217.719,-
sokoban-strips:0-p19.pddl,266.057,-,177.531,-,46.0631,98.8662,153.29,161.75,-,-,-,-
sokoban-strips:0-p21.pddl,-,-,-,-,-,-,-,214.059,101.71,-,-,-
sokoban-strips:0-p24.pddl,20.7623,-,-,-,-,28.8751,2.28697,2.17774,13.1553,4.93748,36.3474,-
sokoban-strips:0-p25.pddl,-,-,287.44,-,-,-,-,248.263,-,-,-,-
sokoban-strips:0-p26.pddl,120.428,-,10.1901,-,15.8206,7.44235,264.055,209.757,-,41.9011,-,-
sokoban-strips:0-p27.pddl,-,-,129.372,-,171.902,244.899,141.037,138.77,-,119.634,-,-
sokoban-strips:0-p28.pddl,50.3871,-,20.2395,-,80.2971,2.47145,1.28675,1.41815,116.477,10.1154,-,-
sokoban-strips:0-p29.pddl,124.37,-,128.84,-,-,-,277.988,216.845,10.2012,-,22.0697,-
sokoban-strips:0-p30.pddl,50.5872,-,142.529,-,31.7131,21.6125,88.7714,67.6206,25.978,13.7378,-,-
sokoban-strips:1-p13.pddl,239.497,-,-,-,-,-,80.0379,69.4502,90.95,54.7981,-,-
sokoban-strips:1-p14.pddl,7.88053,-,59.2018,-,145.23,-,7.86594,22.4706,5.13364,3.96083,206.535,3.41267
sokoban-strips:1-p15.pddl,25.7779,-,-,-,8.36104,33.027,22.5682,17.5161,4.50635,8.47876,133.332,12.9919
sokoban-strips:1-p17.pddl,9.76597,-,-,-,-,-,-,216.576,15.1963,2.72604,2.70591,-
sokoban-strips:1-p18.pddl,-,-,183.774,-,179.492,270.563,168.675,122.153,-,12.4197,94.8819,-
sokoban-strips:1-p19.pddl,273.513,-,196.232,-,78.5729,188.265,75.8588,40.4827,-,37.0084,-,-
sokoban-strips:1-p21.pddl,6.54776,-,14.5004,-,166.861,-,14.952,38.3745,16.5021,127.043,192.826,122.474
sokoban-strips:1-p23.pddl,-,-,-,-,-,-,-,241.951,-,98.7202,-,-
sokoban-strips:1-p25.pddl,-,-,-,-,-,-,198.969,122.825,-,-,-,-
sokoban-strips:1-p26.pddl,-,-,-,-,-,-,-,281.035,-,-,-,-
sokoban-strips:1-p27.pddl,-,-,-,-,-,-,-,104.266,-,73.4518,-,-
sokoban-strips:5-p21.pddl,22.0237,-,8.94188,-,7.49117,13.5261,21.5669,21.509,-,17.6107,-,-
spanner-strips:0-p012.pddl,1.26318,0.342452,-,1.34874,-,-,-,208.404,-,-,-,-
spanner-strips:0-p014.pddl,1.11245,0.395309,-,0.58328,-,-,-,208.105,-,-,-,-
spanner-strips:0-p017.pddl,1.87007,0.327609,-,0.710382,-,-,-,208.274,-,-,-,-
spanner-strips:0-p023.pddl,-,0.37085,-,1.26928,-,-,-,208.327,-,-,-,-
spanner-strips:0-p030.pddl,1.56773,0.346848,-,0.774353,-,-,-,208.219,-,-,-,-
spanner-strips:0-p038.pddl,1.39892,0.446393,-,0.56708,-,-,-,208.268,-,-,-,-
spanner-strips:0-p043.pddl,1.77165,0.341062,-,0.72443,-,-,-,208.208,-,-,-,-
spanner-strips:0-p044.pddl,1.53041,0.32593,-,1.03485,-,-,-,208.359,-,-,-,-
spanner-strips:0-p045.pddl,1.65608,0.352688,-,1.02129,-,-,-,208.271,-,-,-,-
spanner-strips:0-p056.pddl,1.20001,0.373433,-,0.581225,-,-,-,208.423,-,-,-,-
spanner-strips:0-p057.pddl,1.32514,0.427371,-,0.666675,-,-,-,208.265,-,-,-,-
spanner-strips:0-p058.pddl,1.50745,0.34704,-,0.787089,-,-,-,208.193,-,-,-,-
spanner-strips:0-p060.pddl,1.94658,0.432494,-,1.1755,-,-,-,208.277,-,-,-,-
spanner-strips:0-p061.pddl,1.25412,0.252088,-,0.697616,-,-,-,208.294,-,-,-,-
spanner-strips:0-p072.pddl,2.12615,0.391923,-,0.785253,-,-,-,208.309,-,-,-,-
spanner-strips:0-p074.pddl,1.83004,0.348068,-,0.60529,-,-,-,208.453,-,-,-,-
spanner-strips:0-p078.pddl,2.85618,0.423728,-,0.880898,-,-,-,208.237,-,-,-,-
spanner-strips:0-p080.pddl,-,0.313727,-,0.654811,-,-,-,208.297,-,-,-,-
spanner-strips:0-p083.pddl,-,0.361513,-,0.843268,-,-,-,208.325,-,-,-,-
spanner-strips:0-p087.pddl,0.996722,0.420388,-,0.544959,-,-,-,208.235,-,-,-,-
spanner-strips:0-p099.pddl,1.40965,0.340769,-,0.623719,-,-,-,208.283,-,-,-,-
spanner-strips:0-p102.pddl,1.84793,0.424936,-,0.835758,-,-,-,208.302,-,-,-,-
spanner-strips:0-p110.pddl,1.77931,0.369727,-,0.835618,-,-,-,208.202,-,-,-,-
spanner-strips:0-p118.pddl,2.38138,0.433121,-,1.22655,-,-,-,208.402,-,-,-,-
spanner-strips:0-p121.pddl,2.22306,0.284363,-,0.548978,-,-,-,208.278,-,-,-,-
spanner-strips:0-p124.pddl,3.3685,0.372066,-,1.45873,-,-,-,208.226,-,-,-,-
spanner-strips:0-p125.pddl,3.393,0.702046,-,1.74001,-,-,-,208.133,-,-,-,-
spanner-strips:0-p126.pddl,4.2328,0.425677,-,1.69954,-,-,-,208.36,-,-,-,-
spanner-strips:0-p127.pddl,2.56152,0.34146,-,1.3351,-,-,-,208.36,-,-,-,-
spanner-strips:0-p131.pddl,-,0.377293,-,1.83021,-,-,-,208.21,-,-,-,-
spider-strips:0-p03.pddl,14.1531,-,40.8772,-,6.40606,8.24416,219.36,20.2189,3.50875,3.4983,4.85288,-
spider-strips:0-p04.pddl,8.28088,-,88.5912,-,6.90269,9.325,-,215.505,13.9973,7.49063,21.4762,85.8828
spider-strips:0-p05.pddl,31.8997,-,-,-,34.7549,38.1532,278.004,168.991,41.4027,100.957,93.1562,-
spider-strips:0-p06.pddl,100.315,-,-,-,197.515,231.331,-,-,-,-,-,-
spider-strips:0-p07.pddl,1.84646,-,1.05652,-,1.80307,1.94874,6.05255,6.60813,0.887007,1.12452,0.911616,0.888634
spider-strips:0-p09.pddl,9.04655,-,65.0737,-,20.3905,45.5478,265.245,171.167,2.49144,7.60093,3.57156,3.68954
spider-strips:0-p10.pddl,11.6628,-,31.4865,-,-,12.933,-,220.042,9.41573,39.6281,30.9267,155.49
spider-strips:0-p11.pddl,18.1086,-,66.1544,-,53.8268,20.2856,-,285.432,13.168,15.761,12.083,9.44387
spider-strips:0-p12.pddl,-,-,-,-,28.6723,-,294.443,188.415,-,226.285,149.58,165.145
spider-strips:0-p13.pddl,38.9892,-,-,-,32.4337,46.0336,146.835,209.633,-,35.0482,40.3266,191.945
spider-strips:0-p17.pddl,7.46698,-,8.91365,-,6.2889,7.72024,26.4458,20.4318,2.81742,2.81809,2.79024,5.036
spider-strips:0-p18.pddl,15.9817,-,77.6079,-,14.3646,15.1758,158.425,39.8905,7.0187,6.50781,6.76309,19.6686
spider-strips:0-p19.pddl,27.4187,-,105.466,-,23.8365,29.4516,65.9742,71.9883,10.6782,10.2747,10.9756,10.6585
spider-strips:0-p20.pddl,30.7753,-,298.976,-,-,35.1477,174.54,98.5855,14.0484,13.9479,14.1461,18.1603
spider-strips:1-p01.pddl,17.5609,-,-,-,13.905,21.7129,258.511,173.834,40.4617,-,-,-
spider-strips:1-p02.pddl,-,-,-,-,-,126.873,-,-,-,149.297,-,-
spider-strips:1-p03.pddl,55.1105,-,-,-,-,49.5208,-,-,-,-,-,-
spider-strips:1-p07.pddl,106.319,-,111.572,-,80.3058,251.722,-,289.344,5.04704,40.1378,5.70393,-
spider-strips:1-p08.pddl,20.1538,-,195.258,-,66.2803,143.391,274.169,174.639,10.8957,8.51588,10.9438,20.7501
spider-strips:1-p09.pddl,-,-,-,-,35.9097,95.941,75.4272,71.5944,45.598,243.867,83.689,18.699
spider-strips:1-p10.pddl,35.4272,-,-,-,30.2287,100.4,94.2647,93.3025,121.849,-,229.031,242.737
spider-strips:1-p11.pddl,67.1703,-,-,-,85.6903,85.6021,-,-,-,-,-,-
spider-strips:1-p12.pddl,-,-,-,-,90.4572,-,-,138.175,-,-,-,-
spider-strips:1-p14.pddl,8.80463,-,22.6474,-,17.0913,15.6558,267.988,19.6377,4.0636,3.87093,5.85071,21.5527
spider-strips:1-p15.pddl,13.9286,-,92.468,-,12.6637,16.3314,53.4229,34.9188,7.26598,8.14016,7.4995,9.8133
spider-strips:1-p16.pddl,27.2269,-,88.0575,-,127.713,29.1264,65.7675,73.8824,11.1327,12.3157,11.1145,11.5872
spider-strips:1-p17.pddl,33.0398,-,156.011,-,25.8123,49.9246,91.6188,90.4072,14.3162,15.6624,14.7566,14.8625
spider-strips:1-p18.pddl,61.6905,-,-,-,44.4747,81.4831,175.316,83.325,24.3418,28.5074,33.6559,54.1234
spider-strips:1-p19.pddl,144.757,-,-,-,-,-,-,-,65.7389,67.7835,71.7264,54.1926
spider-strips:1-p20.pddl,141.273,-,-,-,150.011,162.003,-,-,91.3776,118.225,116.749,-
storage-strips:1-p05.pddl,6.70343,6.25165,-,-,9.53127,10.2747,15.0389,15.0706,6.87687,6.80347,6.62099,8.1659
storage-strips:1-p06.pddl,11.8597,11.8577,11.3437,-,15.997,22.7327,27.9911,27.5051,8.65278,8.5255,7.94211,8.21651
storage-strips:1-p07.pddl,17.5269,24.3774,-,-,-,135.171,52.2654,41.792,47.3441,44.9056,41.6852,22.513
storage-strips:1-p08.pddl,26.4886,32.7241,37.3577,-,39.3967,73.8319,66.067,51.319,22.6134,21.486,21.897,23.6083
storage-strips:1-p09.pddl,51.4081,45.335,217.06,-,85.575,286.667,75.6798,91.0817,37.8375,47.8939,44.8477,-
storage-strips:1-p10.pddl,57.1995,82.5713,84.5484,-,61.5738,164.237,90.6681,92.6384,59.2384,54.792,55.4283,119.25
storage-strips:1-p11.pddl,-,-,129.316,-,-,-,167.082,86.9248,78.1528,74.4561,75.9908,-
storage-strips:1-p12.pddl,195.206,-,185.419,-,151.19,-,192.427,86.2708,112.396,136.52,133.063,191.656
storage-strips:1-p13.pddl,-,-,257.362,-,175.451,-,134.342,122.109,178.02,158.053,147.168,204.062
storage-strips:1-p14.pddl,-,-,-,-,-,-,235.138,-,274.07,237.58,240.057,-
storage-strips:1-p16.pddl,205.166,-,-,-,-,-,-,-,-,-,-,-
storage-strips:1-p18.pddl,-,-,-,-,-,-,223.117,238.545,-,-,-,-
storage-strips:1-p25.pddl,45.2928,58.5531,-,-,-,-,74.1748,65.4385,18.71,14.1351,13.5211,30.1656
storage-strips:1-p26.pddl,124.092,-,-,-,80.3061,190.132,50.4118,44.9847,34.1111,25.3738,25.3868,-
storage-strips:1-p27.pddl,62.2367,-,-,-,45.5299,-,58.4192,84.8226,32.0926,33.3321,33.1775,-
storage-strips:1-p28.pddl,92.2716,-,-,-,-,-,-,123.347,49.1235,47.378,45.9404,-
storage-strips:1-p29.pddl,-,-,-,-,-,-,-,-,68.6499,85.1532,87.7901,-
storage-strips:1-p30.pddl,-,-,-,-,-,-,-,-,90.9719,77.0935,77.8215,-
storage-strips:2-p19.pddl,1.96103,0.728898,0.499618,34.9462,244.066,17.2758,1.7245,1.82019,0.883719,0.800942,0.857614,0.757142
storage-strips:2-p20.pddl,3.88112,2.19752,-,-,-,34.7245,2.25836,2.36187,1.16398,1.00277,1.00502,19.1432
storage-strips:2-p21.pddl,15.8496,5.4999,1.95884,-,-,-,8.27318,3.25392,1.59686,1.34544,1.35557,84.6896
storage-strips:2-p22.pddl,7.02948,1.8154,-,-,-,73.2019,19.1154,7.36179,2.36707,1.79223,1.65758,24.3819
storage-strips:2-p23.pddl,3.89399,3.36779,-,-,26.2953,21.8766,5.86989,7.17627,2.80043,2.11577,2.19017,59.9678
storage-strips:2-p24.pddl,-,15.3619,-,-,-,205.218,12.8078,64.3136,71.9547,3.03604,2.93572,52.1926
storage-strips:2-p25.pddl,-,7.46991,2.18033,-,-,-,30.7013,40.4843,2.87307,2.49276,2.57093,-
storage-strips:2-p26.pddl,18.396,10.68,-,-,-,237.865,241.7,142.553,7.37815,5.81237,5.1575,258.591
storage-strips:2-p27.pddl,99.5168,14.9646,-,-,-,-,11.1195,50.4121,10.8743,6.43449,5.88361,-
storage-strips:2-p28.pddl,-,16.6553,-,-,-,-,-,-,-,12.8065,14.5827,-
storage-strips:2-p29.pddl,-,19.1467,-,-,-,-,-,-,19.8311,13.8761,13.1312,-
storage-strips:2-p30.pddl,-,31.1107,-,-,-,-,-,-,17.2099,15.8686,19.3321,-
t0-adder-adl:0-adder-01.pddl,-,-,-,4.47158,-,-,-,-,169.856,-,-,-
t0-coins-adl:0-coins_p-01.pddl,0.838983,0.312215,0.34641,0.369756,0.58921,0.727559,0.572918,0.575041,0.680051,0.35548,0.404585,0.347706
t0-coins-adl:0-coins_p-03.pddl,0.668396,0.274671,0.339061,0.311287,0.60086,0.719592,0.567273,0.541424,0.416811,0.351779,0.419394,0.387716
t0-coins-adl:0-coins_p-05.pddl,0.795663,0.271043,0.394262,0.330772,0.634157,0.644618,0.641003,0.613948,0.363523,0.363652,0.344049,0.334266
t0-coins-adl:0-coins_p-06.pddl,0.715478,0.348227,0.370347,0.889945,0.745917,0.678417,0.624151,0.554832,0.439362,0.449127,0.416733,0.424167
t0-coins-adl:0-coins_p-07.pddl,0.659511,0.362191,0.365484,0.384376,0.643634,0.683792,0.575751,0.649336,0.389855,0.428331,0.360914,0.424224
t0-coins-adl:0-coins_p-08.pddl,0.686421,0.322127,0.33789,0.388972,0.649396,0.683897,0.550972,0.660961,0.46786,0.409613,0.402571,0.459517
t0-coins-adl:0-coins_p-09.pddl,0.674807,0.340463,0.369859,0.331666,0.716851,0.743189,0.506351,0.655689,0.415584,0.368729,0.432135,0.399959
t0-coins-adl:0-coins_p-10.pddl,0.730833,0.390884,0.376465,0.40919,0.622752,0.640273,0.638139,0.635571,0.428406,0.346802,0.396178,0.365767
t0-coins-adl:0-coins_p-11.pddl,0.799472,0.351271,0.395752,2.82593,0.943167,0.695834,0.66775,0.676043,0.610389,0.670874,0.545116,0.628257
t0-coins-adl:0-coins_p-12.pddl,0.701465,0.282623,0.408278,0.483962,0.686694,0.696659,0.658345,0.737489,0.563116,0.418837,0.440379,0.497072
t0-coins-adl:0-coins_p-13.pddl,0.66427,0.366245,0.440207,0.973338,0.70587,0.818275,0.695117,0.637017,0.496106,0.598565,0.55677,0.585732
t0-coins-adl:0-coins_p-14.pddl,0.760556,0.36667,0.444348,2.75945,0.676852,0.743745,0.571538,0.658446,1.59073,0.494635,0.413567,0.505465
t0-coins-adl:0-coins_p-15.pddl,0.737729,0.345544,0.437314,0.65644,0.830903,0.828621,0.673179,0.743693,0.528279,0.501748,0.418567,0.586033
t0-coins-adl:0-coins_p-16.pddl,1.18159,0.39962,0.46977,44.2104,1.59252,2.50085,1.41034,1.25096,0.666733,1.08189,0.776624,1.71977
t0-coins-adl:0-coins_p-17.pddl,1.80107,105.57,0.471184,205.646,2.60628,2.84649,2.42323,4.20223,1.29179,1.22613,1.71808,0.699653
t0-coins-adl:0-coins_p-18.pddl,2.70442,1.44981,0.45137,188.581,2.21078,2.22056,1.20056,1.69311,0.709525,0.500982,0.54785,0.741497
t0-coins-adl:0-coins_p-19.pddl,1.14716,0.375557,0.490433,66.5966,2.15878,3.66484,1.20798,3.12395,0.559738,0.514398,0.474404,0.821073
t0-coins-adl:0-coins_p-20.pddl,1.78823,7.28797,0.550778,32.5037,2.17956,1.90095,1.74641,1.24661,0.588152,1.07914,0.625288,0.741063
t0-coins-adl:0-coins_p-21.pddl,62.1757,-,-,-,-,-,-,-,-,-,-,-
t0-coins-adl:0-coins_p-22.pddl,14.544,-,-,-,-,-,-,-,-,-,-,-
t0-coins-adl:0-coins_p-23.pddl,13.2253,-,-,-,-,-,-,-,-,-,-,-
t0-coins-adl:0-coins_p-24.pddl,13.9656,-,39.7796,-,-,-,-,-,-,-,-,-
t0-coins-adl:0-coins_p-25.pddl,12.6578,-,-,-,-,-,-,-,-,-,-,-
t0-coins-adl:0-coins_p-26.pddl,127.581,-,40.579,-,-,-,-,-,-,-,-,-
t0-coins-adl:0-coins_p-27.pddl,12.6135,-,-,-,-,-,-,-,-,-,-,-
t0-coins-adl:0-coins_p-28.pddl,13.5194,-,236.932,-,-,-,-,-,-,-,-,-
t0-coins-adl:0-coins_p-29.pddl,13.0971,-,-,-,-,-,-,-,-,-,-,-
t0-coins-adl:0-coins_p-30.pddl,57.7002,-,292.684,-,-,-,-,-,-,-,-,-
t0-comm-adl:0-comm_c-01.pddl,0.604519,0.33015,0.283945,0.39789,0.507175,0.567657,0.539002,0.602976,0.365756,0.329222,0.371214,0.374124
t0-comm-adl:0-comm_c-02.pddl,0.869391,0.334139,0.332756,0.430548,0.588251,0.737966,0.589898,0.661987,0.369247,0.339994,0.403194,0.445065
t0-comm-adl:0-comm_c-03.pddl,0.932778,0.344291,0.376261,0.46065,0.573929,0.708415,0.654329,0.613994,0.374755,0.387855,0.411792,0.40212
t0-comm-adl:0-comm_c-04.pddl,0.75563,0.340114,0.38215,0.525067,0.642362,0.756033,0.630997,0.923658,0.343024,0.374119,0.360884,0.463918
t0-comm-adl:0-comm_c-05.pddl,0.726476,0.315015,0.333758,0.626238,0.65052,0.813754,0.810614,0.754222,0.394304,0.353459,0.40196,0.548549
t0-comm-adl:0-comm_c-06.pddl,0.896996,0.293904,0.310601,0.729278,0.794824,0.665913,0.869851,0.900542,0.399466,0.427445,0.355637,0.75081
t0-comm-adl:0-comm_c-07.pddl,1.10641,0.358904,0.420153,0.823068,0.855497,0.934771,0.78277,0.790243,0.419569,0.454721,0.506029,0.945616
t0-comm-adl:0-comm_c-08.pddl,0.926351,0.345794,0.416491,1.5288,0.82985,1.04512,1.03112,0.964676,0.469775,0.387404,0.423932,1.34665
t0-comm-adl:0-comm_c-09.pddl,0.93304,0.342533,0.457665,1.92998,0.951512,0.879343,0.806747,1.06369,0.383669,0.407943,0.446525,1.79181
t0-comm-adl:0-comm_c-10.pddl,1.07436,0.345053,0.424345,2.94798,0.873503,1.02894,1.06343,1.42576,0.468936,0.415243,0.402355,2.42438
t0-comm-adl:0-comm_c-11.pddl,1.17788,0.378615,0.485139,4.43947,0.895869,1.05017,1.2609,1.27629,0.427898,0.452201,0.435908,3.20834
t0-comm-adl:0-comm_c-12.pddl,1.0796,0.380391,0.457168,6.33386,0.921168,1.31156,1.37605,1.24837,0.474306,0.421114,0.482922,1.31055
t0-comm-adl:0-comm_c-13.pddl,1.22872,0.406115,0.577124,9.83914,1.25649,1.09687,1.76375,1.55963,0.537141,0.405267,0.462339,5.79439
t0-comm-adl:0-comm_c-14.pddl,1.18941,0.287436,0.669469,17.1069,1.34792,1.22796,1.54126,1.48578,0.533121,0.468411,0.430034,7.47508
t0-comm-adl:0-comm_c-15.pddl,1.09898,0.414029,0.612493,23.5659,1.36337,1.14934,1.56604,2.16084,0.538877,0.52053,0.472949,2.28496
t0-comm-adl:0-comm_c-16.pddl,1.42893,0.507675,0.910093,101.114,1.18366,1.74804,2.20613,1.83153,0.67,0.467882,0.522336,3.29543
t0-comm-adl:0-comm_c-17.pddl,1.804,0.418321,1.19208,-,1.81168,1.79659,2.69988,2.54849,0.891707,0.584218,0.565534,67.5774
t0-comm-adl:0-comm_c-18.pddl,2.22067,0.631506,2.87244,-,1.80352,2.58941,3.72591,4.06375,1.19446,0.700139,0.735619,36.1689
t0-comm-adl:0-comm_c-19.pddl,2.72387,0.595579,4.53033,-,2.98181,3.04864,4.57844,4.17387,0.979093,0.948616,0.937461,26.1111
t0-comm-adl:0-comm_c-20.pddl,2.6397,0.74724,5.63309,-,2.93727,3.37906,5.18061,5.70338,1.25764,1.1322,1.1082,49.3435
t0-comm-adl:0-comm_c-21.pddl,3.16167,0.807841,10.3913,-,3.26535,3.98415,6.78998,7.02246,1.57959,1.38774,1.51161,80.5794
t0-comm-adl:0-comm_c-22.pddl,4.44475,1.03189,15.3068,-,4.29234,4.73529,8.41374,9.2901,2.02996,1.78048,1.74495,123.15
t0-comm-adl:0-comm_c-23.pddl,5.1379,0.872387,21.1019,-,4.75639,5.66519,11.329,12.705,2.4134,2.16278,2.19001,190.943
t0-comm-adl:0-comm_c-24.pddl,5.48499,1.09666,29.5037,-,5.1471,7.41293,20.5665,14.8768,3.02967,2.7742,2.65388,-
t0-comm-adl:0-comm_c-25.pddl,6.44559,1.23129,26.0358,-,6.68803,7.60635,17.3389,16.1721,3.69566,3.26136,3.2492,-
t0-grid-dispose-adl:0-family-grid-new_dispose-12-1.pddl,68.1835,3.14231,2.21538,-,-,-,-,-,-,39.0025,-,-
t0-grid-dispose-adl:0-family-grid-new_dispose-12-2.pddl,31.4813,4.09963,32.1793,-,-,-,-,-,-,-,-,-
t0-grid-dispose-adl:0-family-grid-new_dispose-12-3.pddl,42.1685,8.9063,111.095,-,-,-,-,-,-,-,-,-
t0-grid-dispose-adl:0-family-grid-new_dispose-16-1.pddl,44.8321,19.5379,16.4236,-,-,-,-,-,-,-,-,-
t0-grid-dispose-adl:0-family-grid-new_dispose-16-2.pddl,100.134,42.2989,248.84,-,-,-,-,-,-,-,-,-
t0-grid-dispose-adl:0-family-grid-new_dispose-16-3.pddl,115.475,65.4708,-,-,-,-,-,-,-,-,-,-
t0-grid-dispose-adl:0-family-grid-new_dispose-20-1.pddl,210.114,-,58.0317,-,-,-,-,-,-,-,-,-
t0-grid-dispose-adl:0-family-grid-new_dispose-20-2.pddl,149.823,-,-,-,-,-,-,-,-,-,-,-
t0-grid-dispose-adl:0-family-grid-new_dispose-20-3.pddl,203.428,-,-,-,-,-,-,-,-,-,-,-
t0-grid-dispose-adl:0-family-grid-new_dispose-4-1.pddl,11.5177,0.306377,0.36,0.59676,-,-,13.4631,13.779,-,0.455171,-,-
t0-grid-dispose-adl:0-family-grid-new_dispose-4-2.pddl,10.5914,0.319231,0.435136,0.685737,-,-,13.146,16.1769,-,0.507058,-,-
t0-grid-dispose-adl:0-family-grid-new_dispose-4-3.pddl,10.2815,0.443885,0.489409,0.575629,-,-,14.9986,13.657,-,1.5198,-,-
t0-grid-dispose-adl:0-family-grid-new_dispose-8-1.pddl,32.9337,0.782025,0.695561,-,-,-,-,-,-,2.70596,-,-
t0-grid-dispose-adl:0-family-grid-new_dispose-8-2.pddl,9.75603,1.04245,2.14144,-,-,-,-,-,-,14.9256,-,-
t0-grid-dispose-adl:0-family-grid-new_dispose-8-3.pddl,15.8828,1.12994,6.10635,-,-,-,-,-,-,43.3241,-,-
t0-grid-push-adl:0-family-grid-new_push-to-4-1.pddl,16.2631,0.450945,0.524973,1.52165,-,-,44.6879,45.3907,-,1.56797,-,-
t0-grid-push-adl:0-family-grid-new_push-to-4-2.pddl,24.89,0.680203,0.714467,2.61389,-,-,-,-,-,3.55239,-,-
t0-grid-push-adl:0-family-grid-new_push-to-4-3.pddl,38.1714,0.995391,13.7343,4.77883,-,-,-,-,-,7.77005,-,-
t0-grid-push-adl:0-family-grid-new_push-to-8-1.pddl,57.8283,98.8586,-,-,-,-,-,-,-,-,-,-
t0-grid-push-adl:0-family-grid-new_push-to-8-2.pddl,124.122,-,-,-,-,-,-,-,-,-,-,-
t0-grid-trash-adl:0-family-grid-new_to-trash-8-1-disappear.pddl,-,-,210.318,-,-,-,-,-,-,-,-,-
t0-sortnet-adl:0-sortnet_03.pddl,-,0.323553,0.352725,0.383722,-,-,-,-,0.417661,0.477022,-,-
t0-sortnet-adl:0-sortnet_04.pddl,-,0.4563,0.894365,0.892272,-,-,-,-,20.0627,0.910158,-,-
t0-sortnet-adl:0-sortnet_05.pddl,-,1.07324,16.8446,1.13232,-,-,-,-,-,2.43442,-,-
t0-sortnet-adl:0-sortnet_06.pddl,-,-,-,8.63897,-,-,-,-,-,8.42829,-,-
t0-sortnet-adl:0-sortnet_07.pddl,-,-,-,36.6983,-,-,-,-,-,-,-,-
t0-sortnet-alt-adl:0-sort-num_s-2.pddl,0.658461,0.298894,0.341573,0.348324,0.440679,0.669851,0.439219,0.561308,0.351034,0.330376,0.356105,0.34603
t0-sortnet-alt-adl:0-sort-num_s-3.pddl,-,0.325553,-,0.358805,-,-,-,-,0.397629,0.387988,0.427166,0.397326
t0-sortnet-alt-adl:0-sort-num_s-4.pddl,-,0.476507,-,0.80337,-,-,-,-,1.24006,1.19823,1.20367,1.5487
t0-sortnet-alt-adl:0-sort-num_s-5.pddl,-,1.02094,-,281.993,-,-,-,-,8.34969,8.0769,8.09381,60.2829
t0-sortnet-alt-adl:0-sort-num_s-6.pddl,-,3.77265,-,-,-,-,-,-,47.0257,45.6608,46.0091,-
t0-sortnet-alt-adl:0-sort-num_s-7.pddl,-,15.1445,-,-,-,-,-,-,235.855,212.263,222.146,-
t0-uts-adl:0-uts_k-01.pddl,0.634591,0.305456,0.360196,0.400052,0.540339,0.543662,0.519243,0.522207,0.36945,0.366597,0.338888,0.378806
t0-uts-adl:0-uts_k-02.pddl,15.8902,0.349909,0.403936,0.382944,18.019,10.2749,8.40964,13.7789,0.361168,0.368142,0.428075,0.416258
t0-uts-adl:0-uts_k-03.pddl,12.7237,0.294475,0.360394,1.50366,268.291,234.755,26.9474,26.7869,0.452136,0.474171,0.512606,0.461768
t0-uts-adl:0-uts_k-04.pddl,13.7884,0.406326,0.42143,38.6041,-,-,-,-,0.621898,0.5665,0.571832,0.833429
t0-uts-adl:0-uts_k-05.pddl,14.0216,0.395439,0.491493,-,-,-,-,-,1.32426,1.01588,0.973077,2.82183
