filename,ipc2014-opt-symba1:default,ipc2018-decstar:opt-config00,ipc2018-decstar:opt-config01,ipc2018-decstar:opt-config02,ipc2018-decstar:opt-config03,ipc2018-decstar:opt-config04,ipc2018-decstar:opt-config05,ipc2018-decstar:opt-config06,ipc2018-opt-complementary2:default,ipc2018-opt-delfi:h2-simpless-dks-900masb50ksbmiasm,ipc2018-opt-delfi:h2-simpless-dks-900masb50ksccdfp,ipc2018-opt-delfi:h2-simpless-dks-900masginfsccdfp,ipc2018-opt-delfi:h2-simpless-dks-blind,ipc2018-opt-delfi:h2-simpless-dks-celmcut,ipc2018-opt-delfi:h2-simpless-dks-cpdbshc900,ipc2018-opt-delfi:h2-simpless-dks-zopdbsgenetic,ipc2018-opt-delfi:h2-simpless-oss-900masb50ksbmiasm,ipc2018-opt-delfi:h2-simpless-oss-900masb50ksccdfp,ipc2018-opt-delfi:h2-simpless-oss-blind,ipc2018-opt-delfi:h2-simpless-oss-celmcut,ipc2018-opt-delfi:h2-simpless-oss-cpdbshc900,ipc2018-opt-delfi:h2-simpless-oss-masginfsccdfp,ipc2018-opt-delfi:h2-simpless-oss-zopdbsgenetic,ipc2018-opt-delfi:simpless-dks-masb50kmiasmdfp,ipc2018-opt-delfi:simpless-oss-masb50kmiasmdfp,ipc2018-opt-metis:metis2,ipc2018-opt-planning-pdbs:default,ipc2018-opt-scorpion:default,ipc2018-symple1:symple100000OPT,ipc2018-symple2:symple100000OPT
barman-strips:7-p023.pddl,53.7059,-,-,1574.26,-,-,-,-,915.644,144.897,605.586,600.911,570.018,1365.7,312.15,468.598,1286.74,534.758,518.401,1337.86,265.566,561.218,442.491,484.688,575.859,1421.94,412.273,-,-,-
barman-strips:7-p024.pddl,24.1488,-,-,-,-,-,-,-,904.425,210.866,843.255,-,-,-,365.301,-,1338.13,653.042,-,-,214.597,-,-,875.473,-,-,353.767,-,-,-
barman-strips:7-p025.pddl,108.224,-,-,-,-,-,-,-,924.732,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,436.915,-,-,-
barman-strips:7-p026.pddl,46.6077,-,-,-,-,-,-,-,787.546,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,406.709,-,-,-
barman-strips:7-p027.pddl,54.5397,-,-,-,-,-,-,-,956.638,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,390.774,-,-,-
barman-strips:7-p028.pddl,204.4,-,-,-,-,-,-,-,-,432.146,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
barman-strips:7-p029.pddl,441.824,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
barman-strips:7-p030.pddl,247.389,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
blocksworld-strips:0-p02.pddl,0.736821,-,-,0.437563,3.11278,3.41433,0.492613,0.396086,1.65494,0.778473,1.23951,0.439234,0.447325,0.514593,0.484714,1.29359,0.754344,1.13241,0.559736,0.428103,0.490549,0.563042,1.31671,2.56138,2.43868,0.501827,1.69203,200.601,1.81506,2.02783
blocksworld-strips:0-p06.pddl,1.74659,-,-,2.43343,10.2668,69.6166,2.61537,230.941,201.486,3.9482,23.7576,0.863673,237.103,2.21516,0.734986,8.6601,3.88587,23.6054,261.326,2.19411,0.734975,0.741923,8.77331,54.5918,54.4335,2.42714,196.073,201.489,-,-
blocksworld-strips:0-p07.pddl,2.96312,-,-,3.29927,135.688,-,54.5677,-,815.825,7.43552,8.52004,3.78343,-,3.06746,3.51811,7.02376,7.49959,7.86757,-,3.04834,3.41331,3.58931,6.72424,38.9012,38.4547,3.2496,316.678,203.457,-,-
blocksworld-strips:0-p08.pddl,11.5108,-,-,3.57807,-,-,6.02186,-,775.773,8.09023,2.15168,1.40034,-,3.18567,1.20919,116.506,8.44999,2.11016,-,3.22746,1.36139,1.39208,93.6916,17.357,17.2181,3.45344,251.795,202.415,-,-
blocksworld-strips:0-p09.pddl,113.811,-,-,-,-,-,-,-,802.114,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,373.637,-,-,-
blocksworld-strips:0-p10.pddl,369.966,-,-,192.379,-,196.949,-,-,840.736,-,185.972,182.649,-,168.796,169.11,-,-,185.914,-,169.701,168.198,184.595,-,205.605,215.292,183.225,-,242.685,-,-
blocksworld-strips:0-p11.pddl,461.046,-,-,1318.6,-,-,-,-,-,-,-,-,-,1236.58,-,-,-,-,-,1157.1,-,-,-,-,-,1319.39,-,499.159,-,-
blocksworld-strips:0-p12.pddl,1719.44,-,-,46.3656,-,-,136.318,-,-,52.5568,-,39.6999,-,40.1312,36.272,-,48.4688,-,-,40.544,35.8495,41.7875,-,-,-,38.2338,-,205.818,-,-
blocksworld-strips:0-p13.pddl,-,-,-,1686.35,-,-,-,-,-,-,-,-,-,1439.72,-,-,-,-,-,1445.14,-,-,-,-,-,1525.85,-,372.773,-,-
blocksworld-strips:0-p23.pddl,2.11221,-,-,0.485715,3.9517,41.3091,0.484742,-,876.742,4.11279,7.41981,0.535644,-,0.505059,0.51725,3.63457,4.1185,6.71866,-,0.51486,0.589188,0.543045,3.62933,38.2253,38.0638,0.566764,326.443,201.655,1642.6,1657.48
blocksworld-strips:0-p24.pddl,10.1543,-,-,6.34136,-,-,13.9299,-,701.315,28.4807,7.2814,1.08348,-,5.56003,0.985893,146.975,28.4656,6.96561,-,5.57664,0.991181,1.10897,147.027,23.8061,21.6623,6.01936,193.692,203.378,-,-
blocksworld-strips:0-p25.pddl,319.563,-,-,359.665,-,-,-,-,-,-,-,-,-,312.752,-,-,-,-,-,311.891,-,-,-,-,-,328.882,-,233.202,-,-
blocksworld-strips:0-p26.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,337.906,-,-
blocksworld-strips:1-p02.pddl,142.249,-,-,37.6365,-,50.1897,151.713,-,778.942,-,44.9481,40.295,-,32.7607,36.7646,-,-,46.14,-,32.8726,39.4063,41.7029,-,74.9298,77.7139,34.9279,430.643,208.858,-,-
blocksworld-strips:2-probBLOCKS-10-0.pddl,1.90992,-,-,41.496,78.447,270.834,84.9764,-,163.815,46.4783,134.622,7.03277,-,37.3351,6.71244,29.2322,46.7735,137.101,-,37.1887,6.76269,6.75869,29.7035,179.547,165.399,40.9908,162.886,207.035,-,-
blocksworld-strips:2-probBLOCKS-10-1.pddl,1.77645,-,-,6.12843,119.222,242.502,31.8268,-,130.085,35.0389,122.962,1.95254,-,5.46249,2.17017,18.4598,37.508,110.62,-,5.41638,1.86296,2.00753,19.8232,144.392,154.254,6.05622,122.479,203.243,-,-
blocksworld-strips:2-probBLOCKS-10-2.pddl,1.77794,-,-,16.4735,144.621,256.524,76.1379,-,152.068,52.277,160.7,3.55305,-,14.8423,3.33329,44.8943,52.2991,157.732,-,14.8588,3.28201,3.43401,46.7976,173.314,183.559,16.6516,153.779,205.852,-,-
blocksworld-strips:2-probBLOCKS-11-0.pddl,2.8881,-,-,15.7966,-,-,55.9618,-,908.336,29.9735,5.64578,2.0949,-,13.9854,2.02188,-,30.2773,5.46581,-,13.961,1.87794,2.17944,-,36.3089,35.9958,15.0884,405.003,203.33,-,-
blocksworld-strips:2-probBLOCKS-11-1.pddl,3.08045,-,-,18.2259,-,-,40.6157,-,804.487,44.891,6.35316,3.36083,-,16.4156,3.28755,-,44.8428,5.88817,-,16.2118,3.03328,3.19097,-,36.9986,36.5429,17.4918,302.361,204.153,-,-
blocksworld-strips:2-probBLOCKS-11-2.pddl,2.84646,-,-,13.3029,60.7129,-,60.993,-,705.86,19.1729,4.63143,1.11258,-,11.9016,1.04304,-,19.4851,4.28462,-,11.973,1.06898,1.13626,-,35.2125,35.2279,13.0358,196.697,203.941,-,-
blocksworld-strips:2-probBLOCKS-12-0.pddl,5.16552,-,-,19.9796,-,-,66.4415,-,677.883,234.37,9.90364,3.76104,-,17.5771,3.59889,-,246.252,9.84604,-,17.6303,3.52837,3.67949,-,24.2894,24.0838,19.3176,231.237,203.608,-,-
blocksworld-strips:2-probBLOCKS-12-1.pddl,4.08197,-,-,2.53235,-,-,11.4191,-,792.88,29.4393,5.42943,0.757793,-,2.29551,0.742179,161.017,28.1296,4.93455,-,2.21721,0.727741,0.75668,171.751,20.1623,19.5848,2.44901,206.122,202.496,-,-
blocksworld-strips:2-probBLOCKS-13-0.pddl,43.8646,-,-,-,-,-,-,-,817.965,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,312.261,-,-,-
blocksworld-strips:2-probBLOCKS-13-1.pddl,46.1424,-,-,-,-,-,-,-,798.236,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,322.132,985.913,-,-
blocksworld-strips:2-probBLOCKS-14-0.pddl,26.0673,-,-,60.0038,-,35.5761,313.954,-,953.354,-,20.4012,14.095,-,52.2773,12.9992,-,-,19.2646,-,53.7891,12.1784,13.3128,-,46.9927,43.8744,56.2311,350.606,204.801,-,-
blocksworld-strips:2-probBLOCKS-14-1.pddl,56.0914,-,-,120.754,-,43.0942,565.532,-,865.06,-,26.5401,21.2232,-,103.492,19.3192,-,-,26.1546,-,104.743,19.5672,22.4929,-,51.3894,51.1369,109.132,297.328,214.819,-,-
blocksworld-strips:2-probBLOCKS-15-0.pddl,345.939,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,642.251,-,-
blocksworld-strips:2-probBLOCKS-16-2.pddl,598.148,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
blocksworld-strips:2-probBLOCKS-8-0.pddl,1.10289,-,-,0.46379,3.69466,9.2283,0.467299,1.38957,2.13331,1.20689,2.80506,0.483101,1.69713,0.476108,0.516789,2.17749,1.18061,2.43346,1.63332,0.461106,0.518151,0.482236,2.19216,8.42407,7.79277,0.476431,2.1589,200.622,51.9949,57.2576
blocksworld-strips:2-probBLOCKS-9-1.pddl,1.29112,-,-,0.532854,4.26216,13.5478,0.642982,16.278,16.3932,3.33403,4.74024,0.487263,17.1164,0.498816,0.513359,4.12893,3.11042,4.26354,16.634,0.589549,0.494761,0.562658,4.04178,20.5107,20.0505,0.491096,15.7552,202.185,264.667,259.266
briefcaseworld-adl:0-p001.pddl,0.561083,-,-,-,-,0.379947,-,0.503922,1.8484,0.45213,0.413089,0.567988,0.411102,0.476537,0.459904,0.488363,0.442809,0.412532,0.395563,0.420759,0.420412,0.402174,0.49189,0.485284,0.395085,0.382629,1.62207,200.415,0.516137,0.833265
briefcaseworld-adl:0-p004.pddl,0.871776,-,-,-,-,40.3507,-,0.438934,2.08156,5.07555,10.3701,0.42211,0.434864,0.447126,0.501242,0.846249,4.71954,9.95032,0.406999,0.510251,0.474697,0.429899,0.866849,9.10114,8.7337,0.463333,1.98891,200.426,1.41066,1.97501
briefcaseworld-adl:0-p006.pddl,19.8616,-,-,-,-,141.602,-,4.4648,902.404,21.4446,25.4365,1.49582,1.79571,1.31537,1.6155,1.68661,20.6976,23.4453,1.69157,1.35716,1.3552,1.42001,1.60922,27.0655,24.6305,1.68035,901.523,200.76,905.308,902.452
briefcaseworld-adl:0-p007.pddl,19.1104,-,-,-,-,198.291,-,33.7836,909.086,94.6303,39.1458,5.00465,17.6591,2.36301,11.4023,4.13929,91.9525,36.9748,16.8002,2.7871,6.97181,4.8927,3.95933,41.241,39.8352,3.21761,914.383,200.589,1516.59,1486.44
briefcaseworld-adl:0-p008.pddl,313.48,-,-,-,-,790.666,-,-,914.238,284.183,153.821,109.842,268.257,75.1962,227.184,249.259,311.557,187.425,203.0,106.515,191.923,136.963,203.494,156.738,187.846,171.813,916.09,200.604,-,-
briefcaseworld-adl:0-p009.pddl,-,-,-,-,-,-,-,-,950.619,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,200.857,-,-
briefcaseworld-adl:0-p010.pddl,-,-,-,-,-,-,-,-,980.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1319.11,200.794,-,-
briefcaseworld-adl:0-p011.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,201.282,-,-
briefcaseworld-adl:0-p012.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,213.155,-,-
briefcaseworld-adl:0-p013.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,209.895,-,-
briefcaseworld-adl:0-p014.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,201.945,-,-
briefcaseworld-adl:0-p015.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,202.99,-,-
briefcaseworld-adl:0-p016.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,209.07,-,-
briefcaseworld-adl:0-p017.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,306.246,-,-
briefcaseworld-adl:0-p018.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,557.442,-,-
briefcaseworld-adl:0-p019.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,601.157,-,-
briefcaseworld-adl:1-p01.pddl,0.547673,-,-,-,-,0.419331,-,0.435686,1.87429,0.437336,0.399225,0.401136,0.455549,0.464446,0.417801,0.448662,0.447157,0.427898,0.484422,0.456442,0.498434,0.458034,0.388918,0.425874,0.444042,0.427674,1.58094,200.479,0.490451,0.809596
briefcaseworld-adl:1-p02.pddl,0.708319,-,-,-,-,0.387125,-,0.460668,1.66451,0.42779,0.436554,0.419619,0.421924,0.483162,0.44129,0.439907,0.495835,0.414207,0.426448,0.518528,0.454704,0.502085,0.433692,0.416231,0.40299,0.40122,1.62841,200.414,0.603311,0.959498
briefcaseworld-adl:1-p04.pddl,0.870413,-,-,-,-,40.1268,-,0.385467,2.15138,4.56925,9.17872,0.435328,0.483458,0.428444,0.489388,0.866668,4.65321,8.90203,0.476037,0.464525,0.534229,0.488964,0.812545,9.07255,8.61601,0.455419,1.92304,200.51,1.41028,1.70921
briefcaseworld-adl:1-p05.pddl,1.05483,-,-,-,-,88.6685,-,0.492241,5.6025,10.4685,19.422,0.541285,0.55283,0.465348,0.64559,1.5023,10.2495,17.3016,0.478257,0.480286,0.613987,0.546221,1.51617,18.2913,17.0946,0.495704,5.24745,200.743,11.6643,12.008
briefcaseworld-adl:1-p07.pddl,37.0253,-,-,-,-,255.506,-,121.186,934.435,92.8737,40.5392,8.96818,10.3344,7.19887,9.38678,5.93034,91.9431,39.218,7.63367,7.62872,6.65115,6.91227,4.25035,46.9649,40.4184,12.4898,920.323,200.609,-,-
briefcaseworld-adl:1-p08.pddl,95.7482,-,-,-,-,415.47,-,-,923.942,228.913,103.315,58.2643,234.096,21.8202,160.995,148.871,223.814,100.625,176.225,27.7227,89.8001,59.0873,112.075,91.5467,89.4448,47.063,929.393,200.612,-,-
briefcaseworld-adl:1-p09.pddl,-,-,-,-,-,-,-,-,960.832,1125.32,867.46,817.499,-,288.429,-,-,-,-,-,462.049,-,-,-,932.909,1173.01,552.759,946.002,200.723,-,-
briefcaseworld-adl:1-p10.pddl,-,-,-,-,-,-,-,-,999.125,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,968.919,200.965,-,-
briefcaseworld-adl:1-p11.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,201.004,-,-
briefcaseworld-adl:1-p12.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,201.268,-,-
briefcaseworld-adl:1-p13.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,201.488,-,-
briefcaseworld-adl:1-p14.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,202.363,-,-
briefcaseworld-adl:1-p15.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,202.231,-,-
briefcaseworld-adl:1-p21.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,245.088,-,-
caldera-adl:0-p01.pddl,1.60038,-,-,-,-,0.726074,-,0.545016,2.36241,0.776377,0.627167,0.618246,0.553309,0.575222,0.512348,0.559817,14.6194,3.15618,0.501512,0.56386,0.549203,0.605149,0.583314,0.610226,3.15365,0.535219,2.0896,200.671,1.59536,1.98122
caldera-adl:0-p02.pddl,1.94318,-,-,-,-,16.9216,-,0.642846,2.61743,1.64289,1.14004,1.02276,0.564879,0.570641,0.543003,0.609004,209.864,16.1881,0.529917,0.653688,0.608388,0.975981,0.698131,1.20817,12.6921,0.634588,2.38017,200.885,4.38456,4.954
caldera-adl:0-p03.pddl,2.0005,-,-,-,-,17.7443,-,0.57047,2.4348,1.7019,1.15567,1.10888,0.532799,0.551512,0.552915,0.575011,213.579,12.2603,0.551477,0.570351,0.61844,1.08376,0.607144,1.31352,13.225,0.575547,2.31579,200.852,3.39802,3.90284
caldera-adl:0-p04.pddl,2.19651,-,-,-,-,14.4222,-,0.532751,2.61385,1.54988,1.1819,1.09327,0.604404,0.549606,0.580068,0.665072,142.369,13.8279,0.542986,0.536989,0.585221,1.03745,0.713292,1.27463,14.5327,0.578743,2.27849,200.795,3.92408,4.38607
caldera-adl:0-p05.pddl,10.5522,-,-,-,-,95.6959,-,1.73686,83.6402,86.4366,25.2705,12.6874,1.56018,1.45059,1.70094,1.66829,923.448,38.1229,1.4893,1.42372,1.60392,12.7276,1.74855,25.4738,45.4991,1.68499,80.6188,203.135,1492.54,1511.26
caldera-adl:0-p06.pddl,8.27194,-,-,-,-,443.669,-,2.63979,22.873,107.902,62.5493,39.4063,2.29,2.24173,2.6317,2.5878,958.714,108.478,2.2494,2.38834,2.59511,39.2385,2.61739,86.0261,112.466,2.37818,21.5477,208.565,225.334,229.738
caldera-adl:0-p07.pddl,8.64088,-,-,-,-,124.102,-,1.46941,160.964,94.2731,23.0036,11.558,1.19999,1.28206,1.52862,1.34702,916.317,38.2978,1.17297,1.23399,1.63767,11.9041,1.34591,24.7007,40.0739,1.29384,152.163,204.414,742.194,736.461
caldera-adl:0-p08.pddl,4.00666,-,-,-,-,46.6517,-,0.95498,8.62164,9.01238,8.20586,4.03007,0.904502,0.945053,1.15115,1.16279,624.401,11.7242,0.977331,0.986003,1.19345,4.0157,1.18507,8.1665,13.0537,1.01358,8.28637,202.456,159.639,155.719
caldera-adl:0-p09.pddl,-,-,-,-,-,-,-,-,988.641,919.804,588.084,467.374,211.365,26.8586,20.1521,47.2878,1075.84,586.314,173.508,26.9818,19.3277,459.558,37.1803,678.071,632.657,23.448,296.865,383.495,-,-
caldera-adl:0-p10.pddl,1365.18,-,-,-,-,918.634,-,-,927.503,294.993,172.165,108.823,18.2052,5.14489,5.84423,6.83417,973.908,180.959,16.1054,5.65318,6.16737,109.706,7.15669,191.933,198.394,4.68455,157.422,353.723,-,-
caldera-adl:0-p11.pddl,-,-,-,-,-,-,-,-,995.924,664.841,444.418,339.717,161.989,25.5372,12.9348,39.8469,1056.98,475.772,138.063,25.128,12.4962,328.255,34.9039,461.948,499.358,20.4264,-,562.141,-,-
caldera-adl:0-p12.pddl,-,-,-,-,-,-,-,-,955.819,679.61,320.589,217.657,89.4568,10.7641,9.7925,19.57,989.747,320.349,74.356,10.7838,9.36683,213.412,16.5421,336.184,356.268,9.85372,638.02,347.649,-,-
caldera-adl:0-p13.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,531.897,87.496,1123.68,-,-,-,734.339,104.642,-,1166.55,-,-,261.795,-,-,-,-
caldera-adl:0-p14.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,1202.82,261.306,-,-,-,-,1166.81,218.816,-,-,-,-,718.751,-,-,-,-
caldera-adl:0-p15.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,1278.07,206.993,-,-,-,-,1453.17,183.263,-,-,-,-,761.686,-,-,-,-
caldera-adl:0-p16.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,876.037,-,-,-,-,-,747.482,-,-,-,-,-,-,-,-,-
caldera-adl:1-p01.pddl,9.49659,-,-,-,-,137.204,-,1.65098,202.742,130.793,29.2658,18.545,1.32014,1.28635,1.48073,1.61756,921.515,36.8267,1.37867,1.34398,1.41998,17.7772,1.66889,29.6755,39.6374,1.42333,199.749,203.888,1068.03,1073.03
caldera-adl:1-p02.pddl,8.13582,-,-,-,-,113.509,-,1.45599,40.1755,91.6074,23.9001,14.5174,1.27435,1.36113,1.58923,1.5078,738.829,37.853,1.30177,1.2721,1.62931,14.3673,1.47462,23.7304,39.2942,1.39221,39.7727,203.287,438.597,425.912
caldera-adl:1-p03.pddl,-,-,-,-,-,903.797,-,-,932.927,556.942,241.242,151.217,45.842,8.13568,8.95543,16.5356,976.956,258.935,38.3315,8.41018,8.52545,150.113,14.2007,296.456,281.246,7.76451,219.338,301.028,-,-
caldera-adl:1-p04.pddl,-,-,-,-,-,-,-,-,975.573,732.84,450.71,324.181,94.2295,17.6797,12.7061,30.4793,954.823,450.163,78.5602,17.2804,11.9987,314.847,25.7437,472.054,453.99,15.848,560.086,520.257,-,-
caldera-adl:1-p05.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,665.087,132.708,-,-,-,-,903.272,198.401,-,-,-,-,306.426,-,-,-,-
caldera-adl:1-p06.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,1615.49,239.821,-,-,-,-,1751.37,214.386,-,-,-,-,901.817,-,-,-,-
caldera-split-adl:0-p01.pddl,3.16607,-,-,-,-,16.5026,-,1.70446,3.75465,3.00677,3.33697,2.43662,1.55012,1.59577,2.44538,2.0907,113.458,18.5895,2.01928,2.1298,1.85883,2.22823,2.19214,3.81747,16.0645,1.23421,3.93674,203.481,7.04442,7.42147
caldera-split-adl:0-p02.pddl,5.30818,-,-,-,-,43.0241,-,1.56096,3.64064,4.48939,16.8944,2.98885,1.65821,2.02674,1.87508,2.04543,596.311,21.6716,1.7912,1.54333,2.11823,2.95135,1.72141,3.24762,18.4446,1.79651,3.40847,204.204,9.62667,10.1244
caldera-split-adl:0-p03.pddl,3.81809,-,-,-,-,43.872,-,1.42909,3.64664,4.04728,6.54818,2.89625,2.21362,1.66896,1.95089,2.13369,542.547,7.79988,1.91641,1.78969,2.03864,3.04698,2.09995,3.58263,12.9439,1.60973,3.08665,203.11,8.50804,7.99631
caldera-split-adl:0-p04.pddl,4.33732,-,-,-,-,33.4876,-,1.57453,3.3179,5.63446,39.0159,2.52206,1.66733,2.0851,2.60457,1.5737,685.023,22.1617,1.58466,1.43829,2.55092,3.02107,1.90299,4.49216,26.7718,1.7086,4.14588,204.089,11.0181,11.5248
caldera-split-adl:0-p05.pddl,7.90152,-,-,-,-,127.491,-,6.21103,24.8014,908.693,-,23.9432,4.3493,4.41231,10.0611,3.80225,920.291,-,3.75042,4.25823,10.3037,25.7754,3.56694,176.366,59.1668,5.38501,24.5374,390.197,509.712,489.265
caldera-split-adl:0-p06.pddl,13.0458,-,-,-,-,248.932,-,8.56843,93.8413,906.137,-,37.1941,5.91386,8.23301,10.1029,5.41199,950.36,199.557,4.8273,8.22838,9.73653,37.7594,4.54615,331.899,90.7626,9.22361,83.1745,840.312,-,-
caldera-split-adl:0-p07.pddl,7.58308,-,-,-,-,136.92,-,5.70913,13.8275,911.839,49.7767,17.0805,2.56561,2.951,3.05534,2.3678,905.039,120.065,2.5935,3.45749,2.67534,16.9405,2.37462,137.299,50.885,3.94092,12.7459,320.834,305.495,353.469
caldera-split-adl:0-p08.pddl,5.32158,-,-,-,-,56.9696,-,2.42091,8.0391,78.604,61.9403,8.05446,2.8334,2.76807,2.65687,2.71741,905.43,800.783,2.48262,2.94661,3.24593,7.99692,2.5006,48.251,49.7737,2.67726,7.30185,222.819,118.722,129.546
caldera-split-adl:0-p09.pddl,63.6566,-,-,-,-,-,-,-,-,459.581,125.527,329.089,-,686.69,66.8933,574.764,-,110.285,-,672.227,48.5716,273.584,434.198,180.77,286.706,759.037,-,-,-,-
caldera-split-adl:0-p10.pddl,45.9056,-,-,-,-,-,-,-,-,918.61,62.0188,53.1831,121.191,59.7137,11.853,86.1097,1033.67,688.75,121.821,79.9043,11.8983,57.0392,88.194,111.235,307.565,66.2914,-,-,-,-
caldera-split-adl:0-p11.pddl,62.1161,-,-,-,-,-,-,-,-,1625.76,767.822,902.637,-,-,172.044,-,-,465.943,-,-,128.458,708.343,-,378.397,353.506,-,-,-,-,-
caldera-split-adl:0-p12.pddl,45.6739,-,-,-,-,-,-,-,-,600.812,322.659,609.334,-,924.864,85.5997,709.052,-,495.507,-,897.101,65.1001,452.813,474.604,498.631,299.7,984.461,-,-,-,-
caldera-split-adl:1-p01.pddl,19.9129,-,-,-,-,97.4354,-,5.4025,134.916,903.007,357.403,13.8977,3.91939,4.33456,3.19586,3.3659,913.45,223.161,3.60213,4.5412,3.44911,13.6128,3.90093,135.482,36.4097,4.39707,125.125,242.014,321.469,319.058
caldera-split-adl:1-p02.pddl,6.81883,-,-,-,-,83.9559,-,5.47664,161.221,210.471,59.9787,12.1189,2.9531,3.26625,2.43424,2.50369,909.22,92.8659,2.5915,3.46448,2.33424,12.0232,2.27862,223.855,47.2776,3.81519,151.202,282.841,182.438,180.445
caldera-split-adl:1-p03.pddl,29.4545,-,-,-,-,-,-,-,-,493.334,215.016,424.825,-,694.184,101.88,-,-,426.429,-,671.039,85.6947,327.883,-,279.308,238.124,735.463,-,-,-,-
caldera-split-adl:1-p04.pddl,57.3627,-,-,-,-,-,-,-,-,990.937,325.105,644.475,-,1149.81,144.232,-,-,407.79,-,1112.41,105.946,491.702,664.745,350.144,343.803,1279.21,-,-,-,-
cavediving-adl:0-testing05A_easy.pddl,2.25694,-,-,-,-,27.1852,-,7.01928,4.1664,120.71,8.02035,1.70501,10.0191,10.1748,4.02584,7.84054,139.897,7.47917,10.101,10.1043,4.0778,1.70296,7.76821,8.77186,8.29466,11.6761,3.95982,203.549,33.6075,37.0898
cavediving-adl:0-testing06A_easy.pddl,2.30819,-,-,-,-,28.2117,-,6.97455,4.0246,120.322,8.71607,1.74662,9.88476,10.0693,4.11443,7.68227,155.09,7.51471,9.67752,9.98985,4.11383,1.86323,7.5814,9.9005,7.84374,11.6444,3.94952,203.541,36.7254,37.3036
cavediving-adl:0-testing07_easy.pddl,2.56863,-,56.5135,10.9957,7.25016,27.7427,9.30015,13.6051,5.43967,105.861,8.44336,2.03167,13.7781,10.6292,5.3578,6.76364,171.985,8.64228,14.8014,10.7264,6.04106,2.20543,6.98959,9.51658,8.26422,12.509,5.13508,211.673,48.6753,50.9634
cavediving-adl:0-testing08_easy.pddl,2.26115,-,-,-,-,29.2665,-,7.08366,4.11594,121.29,7.98412,1.7501,9.71733,10.4567,3.94732,7.80802,140.995,7.68217,9.58521,9.91945,4.04993,1.7446,7.69171,8.34131,7.6965,11.6637,4.1378,203.489,36.9076,37.0977
